标题,作者,图书简介,链接 
"Eric carle Panda Bear, Panda Bear, What Do You See?","Bill Martin Jr., Eric Carle (Illustrator)","Eric Carle的“Brown Bear, Brown Bear, What Do You See?”在中国都快家喻户晓了吧，它用循环式格局形成一个情节的链条：一种动物引导出另一种动物。每页的英文句式短小而整饬上口，像儿歌一样，很方便孩子诵读和自然背记。

Panda Brear跟Brown Bear是一个系列，也是这样的结构，画风独特，单词简单，重复性强，很是上口。因为书中介绍了一些不常见的动物，单词比Brown Bear略难，不过仍旧适合启蒙阶段英语水平的孩子阅读。",https://www.xiaohuasheng.cn/book/66183860015eaacb
猜猜是谁在笑,（日） 米津祐介 著；张瑜珈 译,[创意大师洞洞翻翻启蒙纸板书 猜猜是谁在笑? 双语版],https://www.xiaohuasheng.cn/book/2b4c39c899f6ab64
Maisy's Fire Engine,Lucy Cousins,"Who can resist riding on a fire engine with Maisy? 

NEE-NAH, NEE-NAH!   Maisy and Cyril are driving a fire engine today. First they have to check the water in the hose. SWOOSH!  Uh-oh! Look out, little cat! Now the cat is scared and climbs up on the roof and won’t come down. But firefighters Maisy and Cyril come to the rescue - and then they’re off for a ride in their shiny red truck!",https://www.xiaohuasheng.cn/book/31aed8b6e14f8109
Where's Bear?,Emily Gravett,无简介,https://www.xiaohuasheng.cn/book/82e091e36fa8d719
The Color Monster,Anna Llenas,无简介,https://www.xiaohuasheng.cn/book/89e6fd0d0445a8dd
Spot's Garden  小波的花园,Eric Hill 编,"Spot loves to help his Grandpa in the garden. He is very good at planting seeds, and his friends, the birds, love helping him. The trouble is that birds also like to eat Spot's seeds! Find out how Spot and his Grandpa find a way to grow things and feed the birds, in this sweet story for young Spot fans. 

 
length: (cm)17.4    　　　            　　　　　            　　　　　 width:(cm)11.6",https://www.xiaohuasheng.cn/book/85575fcfc699358
"Eric Carle 棕色的熊, 棕色的熊, 你在看什么?",（美） 比尔·马丁 著；（美） 艾瑞·卡尔 绘；李坤珊 译,这是一本备受全世界小朋友喜爱的图画书，贴花具有创意性，色调鲜明、活泼。引进的版本还是难得的中英双语版，既学习语法、欣赏预测的节奏性，还能够学会各种动物的名称。,https://www.xiaohuasheng.cn/book/e230f935bc1388f6
My Awesome Alphabet Book,Anonymous,My Awesome Alphabet Book introduces letters and first words with lively illustrations and shaped....,https://www.xiaohuasheng.cn/book/24e6a4afac8d9da8
The Biggest Kiss (Classic Board Books),"J.M. Walsh , Judi Abbot (Illustrations)","Theres a kiss here for everyone in this warm and cozy Classic Board Book edition of The Biggest Kiss!

Do worms kiss underground, with the soil all around? 
Do fish kiss like thissplosh, splash, splish?
 
Everyone needs kisses, so what could be better than a book thats full of them? With darling animals on every page and irresistible text that begs to be read aloud, parents and grandparents will love sharing this collection of affection with the youngest of readers.",https://www.xiaohuasheng.cn/book/2a51f12bb61c6028
My Mum,Anthony Browne,"She’s nice, my mum…
My mum’s a fantastic cook, and a brilliant juggler.
She’s a great painter, and the strongest woman in the world!
She’s really nice, my mum. 

“Anthony Browne is one of the most talented artists working in children’s books today.”– Parents magazine 

“Each spread is a perfectly conceived whole, each picture demanding endless scrutiny . . . original, unexpected, funny and typically Browne.” –Guardian",https://www.xiaohuasheng.cn/book/5eb6326ca3ad353e
Color Zoo,Lois Ehlert,"Nine animals, nine shapes, and sixteen shades of color'everyone can have fun discovering them all by turning Color Zoo's full-color pages and watching a lion turn into a goat, an ox into a monkey, a tiger into a mouse. . . .     1990 Caldecott Honor Book
Notable Children's Books of 1989 (ALA)
1990 Fanfare Honor List (H)",https://www.xiaohuasheng.cn/book/b21fb1741886f664
The Very Busy Spider,Eric Carle,"Early one morning a little spider begins to spin her web on a fence post. In this multi-sensory book, children can feel the pictures as well as see them, while they hear or read the easy rhythmic text. Alongside the visual excitement of Eric Carle's vibrant collages of familiar animals is the tactile experience of feeling the spider's web as it grows from a simple line into a complex and beautiful creation - a perfect story for reading aloud and sharing.",https://www.xiaohuasheng.cn/book/c550fc7a92c2216
"Changes, Changes",Pat Hutchins,"The little wooden couple are happy in their building-block house -- until it catches fire. The solution? They transform the house into a fire engine! But then there's so much water that they have to build a boat...  The very youngest can ""read"" this charming, wordless picture book all by themselves.",https://www.xiaohuasheng.cn/book/f9ecebdc04d013fa
Lulu Loves Noises,"Camilla Reid, Ailie Busby (Illustrations)","It's a lovely, bright morning and Lulu is just waking up.
There's a noise outside her window . . .

Join Lulu as she listens to her favourite noises - and has lots of fun along the way! From the tweeting birds to the ding-a-ling of Lulu's tricycle, little ones will love picking out familiar sounds in this brilliantly interactive book.",https://www.xiaohuasheng.cn/book/90a4ff0c0a6f53f8
Five Little Ducks,"Ives, Penny","Great for singing along to, this traditional African-American Spiritual is a fun introduction to the parts of the body, as well as the concept of the skeleton.  Ingenious die-cut holes on every page help us to recognize and identify the different parts of the body and how they join up.  Bouncy illustrations, innovative die cutting and popular rhymes make Books with Holes a must for every child. Available in three formats, suitable for babies, toddlers, pre-schoolers and the nursery or classroom. Complete with Audio CD.",https://www.xiaohuasheng.cn/book/b4236997c38544df
新概念英语第一册,L.G. Alexander,本版是《新概念英语》首次出版以来第一次推出的新版本。这套经典教材一如既往向读者提供一个完整的、经过实践检验的英语学习体系，使学生有可能在英语的四项基本技能——理解、口语、阅读和写作——方面最大限度地发挥自己的潜能。新版本保留了《新概念英语》得以成为世界闻名英语教程的一套基本原则，同时又包含了其他的重要特色：所有课文和练习中有关时事的内容更新。所有过时的课文都已更新，由新课文和配套的新练习、新插图取代。原有的教学法经过调整，以利于提高学生的交际能力。从第一课开始就安排了有效的听力训练。教材更简洁精炼，过去作为补充材料单独出版的句型训练和笔头练习均已取消，其精华纳入主干教程。为了帮助中国的英语学习者，新版增加了英汉对照词汇表、课文注释、简短的练习讲解和课文的参考译文。,https://www.xiaohuasheng.cn/book/b44691aad3335960
我爸爸,〔英〕 安东尼·布朗 文／图；余治莹 译,这本书的画家安东尼·布朗荣获2000年国际安徒生大奖。英国《卫报》也称赞他是“天才”。《我爸爸》里面是把爸爸这个角色平时在家庭中的缺失都补充进去了。挺感人的，会让人联想起自己的爸爸，大人想的会比较多。,https://www.xiaohuasheng.cn/book/fc556d7f99c16b3c
From Head to Toe,Eric Carle,"What does an elephant do? It stomps its foot. Can you? From the creator of such beloved classics as  The Grouchy Ladybug  and  The Mixed-Up Chameleon  comes this interactive story that invites kids to imitate animal movements. Watching giraffes bend their necks or monkeys wave their arms is fun, but nothing could be better than joining in. From their heads down to their toes, kids will be wriggling, jiggling, and giggling as they try to keep up with these animals!Alligators wiggle, elephants stop, gorillas thump, and giraffes bend. Can you do it? ‘ I can do it!’ is the confidence-building message of this fun-filled interactive picture book. A variety of familiar animals invite young children to copy their antics, and as they play, they will learn such important skills as careful listening, focusing attention, and following instructions. Just as alphabet books introduce the very young child to letters and simple words, From Head to Toe introduces the basic body parts and simple body movements. And in the same way that children progress from understanding simple words to reading and writing sentences and stories, so they will progress from simple body movements to dancing, gymnastics, and other sports and activities, with confidence and pleasure. 

Eric Carle's colorful collages have delighted children for more than a generation. Each book provides hours of fun while encouraging them to stretch their imaginations. His matchless words and illustrations now send out a new challenge:
 Are you ready?
 Here we go!
 Move yourself
 From Head to Toe.    A Main Selection of the Children’s Book-of-the-Month Club",https://www.xiaohuasheng.cn/book/3ff5a44d358b74ab
Chicka Chicka Boom Boom,Bill Martin Jr.（小比尔·马丁），John Archambault（约翰·阿尔尚博） 著；Lois Ehlert（洛伊丝·埃特） 绘,"The letters of the alphabet climb a coconut tree with riotous results.  A rollicking introduction to the ABC’s. 
A told B,
and B told C 
""I'll meet you at the top 
of the coconut tree.""
Countless children -- and their parents -- can joyfully recite the familiar words of this beloved alphabet chant. The perfect pairing of Bill Martin Jr and John Archambault's lively rhymes, and Caldecott Honor artist Lois Ehlert's bright, bold, cheerful pictures made Chicka Chicka Boom Boom an instant hit and a perennial favorite.
一本关于字母和韵律的可爱启蒙小书！",https://www.xiaohuasheng.cn/book/b0b5f1b39cf74c3c
小鸡球球和向日葵,入山智,无简介,https://www.xiaohuasheng.cn/book/15d7f783d09bd214
Bizzy Bear: Let's Get to Work!,"Nosy Crow, Benji Davies","With chunky sliders to push and pull, this robust little board book is perfect for active toddlers. Rich in visual detail and with touches of humor, it is sure to become a classic in the family library. 

Bizzy Bear is helping out at the building site, so he puts on his hard hat and gets to work. Help him drive a digger, a bulldozer, and a truck!",https://www.xiaohuasheng.cn/book/2e3b36d89f11733d
小熊很忙: 动物管理员,"（英） 本吉·戴维斯 著；张昭,喻之晓 译",《小熊很忙系列（第1辑）：动物管理员（中英双语韵文）》是厚纸板游戏书，让孩子跟随bizzy bear体验各种职业，通过特殊的设计，孩子可以拉拉、推推、转转书中的机关与故事情节互动，厚厚的纸板也不会轻易被这个阶段的小朋友撕烂，能玩能读。语言也是这个系列的一大特点，全文采用简单的中英对照童谣的方式介绍故事的情节，对培养英语的兴趣和语感是不错的启蒙书。1-3岁的孩子自主能力增强，从认物的阶段发展到理解情节简单的故事。游戏书可以让阅读充满了惊喜和乐趣，让孩子从“玩”中去探索世界。,https://www.xiaohuasheng.cn/book/60dc9f2576c7c1df
初学英语100词,（英） 希瑟·埃默里（Heather Amery），（英） 斯蒂芬，卡特赖特（Stephen Cartwright） 著,"本书选取儿童刚开始学习英语时最需要掌握的100个基础词，通过在大图中寻找小图的游戏形式，让儿童在游戏过程中学习单词。书中设有14个生活场景，每个场景配以一张大图，大图上方为配有小图的单词。这种内容形式能有效引导儿童把单词与实物直接联系起来，让儿童更容易地学习新单词，并且巩固已学的单词。
书的正文采用全英文，鼓励儿童在游戏过程中将英语单词与图片进行对应，少了汉语的干扰，形成英语的思维。书后附上中英文对照词汇表，以便让家长了解英语单词的准确意思。单词正文的每一页页底加上了中文的游戏提示，以增加亲子学习的乐趣。这些都是为了鼓励家长与孩子共同学习、一起成长；鼓励孩子重复使用本书，对单词和图片不断加深印象，进而牢牢掌握初学英语100词，为以后的英语学习打下坚实的基础。",https://www.xiaohuasheng.cn/book/b374f2d701604315
Not a Box,Antoinette Portis,"A box is just a box . . . unless it's not a box. From mountain to rocket ship, a small rabbit shows that a box will go as far as the imagination allows.     Inspired by a memory of sitting in a box on her driveway with her sister, Antoinette Portis captures the thrill when pretend feels so real that it actually  becomes  real—when the imagination takes over and inside a cardboard box, a child is transported to a world where anything is possible.",https://www.xiaohuasheng.cn/book/e1d17440630f1b24
一园青菜成了精,周翔,"《一园青菜成了精》巧妙地蕴藏了青菜们的特性，这是一种充满智慧的幽默。小葱青秆绿叶儿长得直，正像一根银杆枪；韭莱的叶片狭长而扁平，如同两刃锋。大蒜成熟后的裂瓣，辣椒的浑身红通通，茄子的紫涨圆滚，都成了战斗的结果，让人读出意料之外却又不得不信服的荒诞。写到莲藕时，不是说它天性生长于湿泥里，而是成了逃跑不及的败军之将，糊里糊涂，慌不择路地钻进了烂泥坑——孩子们怎能不笑出声儿来呢。
好的童谣需要好的画面来表现，增一分则太闹，减些许就平淡无奇。画童谣类的作品，一定要走进和它同步的韵味儿中，丢掉华丽虚假的习气，踏踏实实浸润到泥土里，才能相得益彰。我翻开书页，看到青莱萝卜们的神气活现和眉飞色舞，已然开始窃喜了。画家遵循着青菜们的独特个性，又赋予其饱满的情绪和孩童的顽皮，夸张却不鬼怪离奇，让这一群顽童煞有介事地摆开阵势，斗得畅快淋漓。 

  点击链接进入： 
《子儿,吐吐》  
《妈妈买绿豆!》  
《小鱼散步》  
《信谊图画书奖系列:门》  
《信谊图画书奖系列:葡萄》  
《信谊图画书奖系列:进城》  
《爸爸去上班》  
《那只深蓝色的鸟是我爸爸》  
《团圆》  
《一园青菜成了精》  
《躲猫猫大王(精装)》",https://www.xiaohuasheng.cn/book/ab16668882224160
Maisy Dresses Up,Lucy Cousins,"Join the Maisy mouse and her friends in this book, introducing the very young to the appealing world of Maisy. In 'Maisy Dresses Up', Maisy has been invited to Tallulah's fancy-dress party, but what should she dress up as?",https://www.xiaohuasheng.cn/book/5c950ba0db4a96eb
Bear and Hare Go Fishing,Gravett，Emily 著,"Bear and Hare are off on a fishing trip, with nets and rods at the ready. Bear loves fishing! Hare seems more interested in his picnic. But after a long wait, the two adventurers catch more than they expect in this tale of fun, friendship and fishy goings-on.  Full of warmth and humour, and starring two loveable characters, Bear and Hare Go Fishing is a beautifully illustrated story from Emily Gravett, the twice winner of the Kate Greenaway Medal. This lovely tale of friendship is sure to delight children and parents alike. In a sturdy board book format, it's perfect for younger readers.  Look out for Bear and Hare: Snow! and Where's Bear?",https://www.xiaohuasheng.cn/book/ad58884016a1d220
暖房子: 巴比提的坏心情,（英） M.克里斯蒂娜·巴特勒 著；（英） 弗兰克·伊德斯拜 绘；暖房子 译,从早上开始，小兔子巴比提的心情就很不好。好朋友小老鼠和小松鼠想尽办法哄他开心，他们表演杂技、翻跟头，可是巴比提一点兴趣都没有。这时，一只翻过来的小瓢虫引起了巴比提的注意……,https://www.xiaohuasheng.cn/book/c80326ddca857629
My Dad,Anthony Browne,"A warm, hilarious, witty and very personal tribute to Dad (and to dads everywhere) by the ever-brilliant and inventive Anthony Browne.

‘ He’s all right, my dad. He’s as strong as a gorilla and happy as a hippopotamus. He’s a great dancer, a brilliant singer, he’s fantastic at football and he makes me laugh. A lot. But that’s not all that’s great about my dad. ’-- From the Trade Paperback edition.",https://www.xiaohuasheng.cn/book/3ddb96c13c19ce7e
Walking Through the Jungle,"Debbie Harter (Illustrator), Stella Blackstone","-A new edition of a Barefoot bestseller with sales to date of over 20,000 copies.  -Includes a dual-purpose audio and video CD to listen to the singalong on a CD player or listen and watch the video animation on a Mac or PC.",https://www.xiaohuasheng.cn/book/f65f390dc4b667ce
Peek-A Who?,Nina Laden,"Colorful pictures and simple rhyming texts help children guess what's peeking through the die-cut windows in these two fun board books. The anticipation of what's hiding on the next page and th bright, engaging illustrations will keep youngsters guessing and giggling all the way to the suprise endings.",https://www.xiaohuasheng.cn/book/a0a54b282ac72f26
Mr Men One-a-Day Collection,Roger Hargreaves 编著,This colourful Mr Men collection contains a book for every day of the week!,https://www.xiaohuasheng.cn/book/c706948186f0bd58
That's Not My Puppy,"Fiona Watt, Rachel Wells (Illustrator)","-- Invite babies and toddlers to touch and feel a variety of exciting textures, helping develop both sensory and language awareness -- These sturdy board books contain bright and simple illustrations that add to the ""hands-on"" fun",https://www.xiaohuasheng.cn/book/60072adf69649593
启蒙认知100词,（美） 罗杰·普利迪 著；张芳 译,8大功能介绍：1.写真图片，简单易懂。全书汇集了100张实物图片，内容是宝宝平常所接触到的用品、玩具、动物和食物等，简单易懂，便于宝宝认知；2.分类列举，开发智能。家长和宝宝共同阅读时，可以有意识地培养宝宝分类、列举和联想能力，比如让宝宝列举5种水果、5种动物、5种交通工具，初步形成认知体系和知识结构。3.学玩结合，锻炼肢体。本书为宝宝量身定制，大小适中，一岁的宝宝就能完美掌控。这既是一个玩具，又是一本有趣的学习书。4.经久耐用，携带方便。本书的制作材质为硬纸板，经得住宝宝反复撕扯，甚至啃咬，可以使用很长一段时间。小巧精致，宝宝外出时，携带非常方便。5.双语教学，容量足够。读完这本书，宝宝至少能学会100个英语单词。要知道，现在小学一年级学生，规定必学的单词，也只有40多个。6.色彩鲜艳，美观大方。全书的图片色彩搭配非常和谐，鲜艳而不刺眼，丰富而不凌乱，采用经典的四格排版，宝宝读起来一目了然。7.阅读启蒙，培养习惯。在宝宝熟练记住本书内容的过程中，会养成翻书的好习惯；同时，书中还介绍了宝宝生活作息，让他们养成好习惯。8.质量一流，安全精美。本书由全球最顶级的印务公司——鹤山雅图仕印刷有限公司印制，质量一流，完全达到外版书的制作标准。,https://www.xiaohuasheng.cn/book/9faf7ab17da38006
Maisy's Garden,Lucy Cousins,"What's even better than a new Maisy book?
A new Maisy book with stickers! 

There are lots of wonderful things growing in MAISY'S GARDEN — fruits, flowers, vegetables, grass, and more! Young readers join in the fun as they complete the scenes with more than 25 full-color, reusable stickers.",https://www.xiaohuasheng.cn/book/d35df1cfdc8c8db4
Potato Pals A2: At the Store,Patrick Jackson. Roe Kimora,无简介,https://www.xiaohuasheng.cn/book/67953e0ab2efad1b
Llama Llama Nighty-Night,Anna Dewdney,"What's the best part of bedtime? Stories with Mama  Before cuddling, Llama Llama must splish and splash in the tub, then put his red pajamas on. 
 Dewdney's catchy rhymes, effortless rhythm, and adorable artwork can now be enjoyed by even younger audiences. Toddlers will love this pair of perfect read-alouds.",https://www.xiaohuasheng.cn/book/a788b71036ca91a3
Potato Pals B2: On a Camping Trip,Patrick Jackson. Roe Kimora,无简介,https://www.xiaohuasheng.cn/book/c998672370faf1b8
宝宝的量子信息学,[加] 克里斯·费利 著，宝蛋社 译,《宝宝的量子信息学》由于扎克伯格给自己出生不久的女儿“阅读”而名声大噪。,https://www.xiaohuasheng.cn/book/cacd8e49414428d8
DOGGIES,Sandra Boynton,无简介,https://www.xiaohuasheng.cn/book/173e4e6d559286e8
weesing童谣游戏,帕姆·康恩·比尔,无简介,https://www.xiaohuasheng.cn/book/4ec0363c0df9100c
外研社丽声拼读故事会第1级,（英） Julia Donaldson 著,《外研社丽声拼读故事会(第1级)(英汉双语)(套装共7册)》包含六册故事书，一册学习指导和一张多媒体互动光盘，供孩子练习、游戏。适合多个年龄段的儿童，现在看不懂书上英语的孩子可以先看绘画，家长对照图画讲故事，引起孩子学习的兴趣，再慢慢学英语。配CD-ROM是多媒体互动光盘，精选多多种互动小游戏，并配有练习测试。,https://www.xiaohuasheng.cn/book/db61f9fab94be5b5
英文三字经,林克妈妈 著,"林克在读小学二年级时，英语成绩不及格，并且由此引发焦虑、厌学等心理问题。本身是英语教育研究专家的林克妈妈爱女心切，转而研究少儿英语教学法。有感于传统少儿英语教育的不科学、功利化、成人化、培训市场混乱等缺点，林克妈妈决定亲自为女儿编写英语教材，她和林克共同尝试，互相成长，开创出一套既实用又好玩的少儿英语教学法，林克的英语学习取得了极大的进步。经过和林克妈妈三年快乐的英语学习，林克通过了“三一英语”口语六级考试，并能和外国朋友用英语自由交流。曾经不自信的“差生”林克也从英语学习中收获学习的快乐和自信。五年时，林克被评为北京市海淀区三好学生。
本书是林克妈妈在这三年时间内，将自己教女儿学英语的心得浓缩而成的独创性少儿英语研究成果。它将小学阶段教学大纲规定要掌握的63个自然拼音、329个常用单词根据游戏学习、图解记忆等先进教学理念，用120首“英文三字经”生动完美地呈现出来。英文小魔法、单词谜语、脑筋急转弯、精美漫画插图，和新颖活泼、琅琅上口的英文三字经结合起来，为孩子们奉上一道美味的英语学习大餐，让孩子真正告别死记硬背学英语的痛苦，把英语学习真正变成孩子每天都期待的事情。",https://www.xiaohuasheng.cn/book/184bd2d969da894
丽声我的第一套亲子英文绘本: 三只熊,（韩） 金岁实 著；（英） 麦克·莫里尤奇 绘,"“丽声我的第一套亲子英文绘本”是一套将英语启蒙与幼儿艺术、健康、科学、社会等领域能力整合发展的启蒙绘本，适合4~6岁儿童使用。其英语文本由新西兰籍低幼儿童文学大师，享誉世界的押韵绘本Wishy Washy系列作者乔伊?考利(Joy Cowley)审定，语言简洁优美，兼顾复现性、韵律感，图画由来自韩国、法国、加拿大等地的插画大师创作，给孩子丰富的艺术体验。系列图书不仅提供了家庭亲子活动和园所集体活动建议，更配套了点读功能、CD音频和DVD动画，方便不同英语水平的家长和教师使用。
 读者可免费下载故事书配套点读笔声音文件。
 关注外研少儿阅读季微信 ，在线收听/收看“丽声我的第一套亲子英文绘本”故事书音频和视频。",https://www.xiaohuasheng.cn/book/151b549f8e691e74
Meg and Mog,"Helen Nicoll, Jan Pieńkowski","This is a 40th anniversary edition of the children's classic picture book, ""Meg and Mog"". Meg the witch and Mog her cat go off to a wild Hallowe'en party with all the other witches. The spell they cast goes off with a BANG! ""Meg and Mog"" is the perfect story for sharing or reading alone, and children love exploring the colours, sounds and shapes.",https://www.xiaohuasheng.cn/book/d211e36a11a29401
The Complete Book of Sight Words,"Shannon Keeley, Rémy Simard, Christy Schneider, Mark Stephens , Janee Trasler","Learning to recognize common words that don't follow regular spelling rules--and can't be sounded out”--is an important step to becoming a strong reader. The engaging activities in this workbook teach 220 of these essential words in a structured format that encourages independent work. Fun games and puzzles keep children's interest level high, unit tests review and reinforce new vocabulary.",https://www.xiaohuasheng.cn/book/54cbfc2c6202cf45
Dry Bones,Kate Edmunds (Illustrations),"Great for singing along to, this traditional African-American Spiritual is a fun introduction to the parts of the body, as well as the concept of the skeleton.  Ingenious die-cut holes on every page help us to recognize and identify the different parts of the body and how they join up.  Bouncy illustrations, innovative die cutting and popular rhymes make Books with Holes a must for every child. Available in three formats, suitable for babies, toddlers, pre-schoolers and the nursery or classroom.",https://www.xiaohuasheng.cn/book/c0b45334aff0d63b
Learn to Read with Tug the Pup and Friends! Box Set 3: Levels Included: E-G (My Very First I Can Read!),Julie M. Wood，Sebastien Braun 著,"Enter into the world of reading with My Very First I Can Read! This comprehensive emergent reading program addresses all the components of reading mastery based on the latest early literacy research. Written by educator and reading specialist Dr. Julie M. Wood, with lively illustrations by Sebastien Braun, this Common Corealigned program stars Tug the Pup and an endearing group of characters who will lead beginners through the proven steps for successful reading.
The Learn to Read with Tug the Pup program features important Common Core State Standards connections, including sight word vocabulary, simple text, strong picture support, and character and plot development.
The eleven short stories in box set three are Guided Reading Levels EG, which means the vocabulary, sentence structure, and plots are still simple, but richer than box sets one and two. Each box set also comes with reward stickers and a Parents' Guide that provides hours of additional reading activities.
",https://www.xiaohuasheng.cn/book/23db9405ea8470cb
背单词用火车皮,林克妈妈 著,"把枯燥的自然拼音变成孩子们期待的故事！
背单词、写句子，再也难不倒孩子了！
本书是林克妈妈“自然拼音”三部曲的第三部，同《英文三字经》、《小学生英文幽默故事》一起构成一套完整的系列教材。
简单有趣的小故事串起一个个发音规律相似的单词火车皮，让孩子的英语真正成为实用能用的知识。
真正从孩子的角度考虑，让孩子们告别死记硬背学英语的痛苦，把英语学习真正变成孩子每天都期待的事情！
随书附赠纯正美式发音MP3亲子光盘+DIY实用“火车皮”单词剪纸！",https://www.xiaohuasheng.cn/book/b8c2f2f94b666d89
Water Cities(RAZ X),Kira Freed,无简介,https://www.xiaohuasheng.cn/book/f219f0e89f3fa7da
外研社丽声拼读故事会第2级,（英） Julia Donaldson 著,"《外研社丽声拼读故事会》一书多用，既是绘本，又是儿童故事书，更是英语启蒙书，适合孩子阅读、亲子快乐互动。本套书由世界知名图画书作家Julia Donaldson为各年龄段的孩子精心量身创作，想像丰富，文笔优美，既有美妙的童话，又有充满乐趣的身边故事。
《外研社丽声拼读故事会》分六个级别，每集包含六册故事书，一册学习指导和一张多媒体互动光盘，供孩子练习、游戏。本书适合多个年龄段的儿童，现在看不懂书上英语的孩子可以先看绘画，家长对照图画讲故事，引起孩子学习的兴趣，再慢慢学英语。",https://www.xiaohuasheng.cn/book/71f065226c88aa8f
Five Little Monkeys Storybook Treasury,Eileen Christelow,This 20th-anniversary treasury features a special introduction and five full-length picture books -,https://www.xiaohuasheng.cn/book/e40763f760dff3ed
SuperKids NE Student's Book 2,无作者,无简介,https://www.xiaohuasheng.cn/book/6c6fa071380d39da
Nonfiction Sight Word Readers Parent Pack Level C: Teaches 25 key Sight Words to Help Your Child Soar as a Reader!,Liza Charlesworth,"Set the stage for your child to soar with these just-right books that teach the third 25 sight words! This cheery green box includes 25 titles, each focused on a key sight word: will, up, other, about, out, etc. The books real-world topics with predicable text are super-engaging to make mastering these must-know words easy and fun. Includes motivating stickers PLUS a mini-activity book to ensure learning sticks. Books correlate with Guided Reading Level C.

First 25 Sight Words (Fry List): will, up, other, about, out, many, then, them, these, so, some, her, would, make, like, him, into, time, has, look, two, more, write, go, see For use with Grades PreK-1.",https://www.xiaohuasheng.cn/book/63117002fe9d5b80
Heinemann Gk-1: At the Market,Natalie Sweet,leveled reader about the market for early readers,https://www.xiaohuasheng.cn/book/fd7e55bb440d628d
wee sing: 和妈妈一起唱,（美） 尼普，（美） 比尔 著；（美） 克莱因 绘,《和妈妈一起唱》主要内容简介：快快加入杰克和吉尔，还有玛丽和小羊羔的行列，他们在去科尔王生日宴会的路上呢！很多广为传唱的英语儿歌经过改编之后在这里一一呈现。孩子们稚嫩的声音传唱的是童谣中的主角，大人的声音则演绎出他们一路上遇到的各种人。最后，全书以摇篮曲收尾，因为宝宝都唱累了，该休息啦！,https://www.xiaohuasheng.cn/book/af4f89b21825cd55
BUT NOT THE HIPPOPOTAMUS,Sandra Boynton,无简介,https://www.xiaohuasheng.cn/book/e69f143a05f7c931
wee sing: 动动手指唱童谣,（美） 尼普，（美） 比尔 著；（美） 克莱因 绘,"《动动手指唱童谣》内容丰富，分类清晰，主要为英文经典儿歌歌曲，其音乐动听，层次分明；在美国风行几十年，家喻户晓，路边小店都有售。尤为可贵的是，歌本中许多歌注明了可开展的奥尔夫音乐活动，对家长极具指导意义，是最好的英文歌集。
Wee Sing精心选曲，目的在于培养孩子的认知、体格和社交技能。通过歌曲、童谣、韵律诗，以及亲子活动，帮助孩子们提高语言能力、身体协调性、听觉敏锐感、韵律节奏感，更重要的是培养孩子的自信心。
如果您推崇奥尔夫教育、或是喜欢英文歌、或是想让孩子学英文、或是想知道什么是真正的儿童歌曲，那您的孩子就该拥有《动动手指唱童谣》。",https://www.xiaohuasheng.cn/book/cf7c5d1550f5567
Horns to toes and in between,Sandra Boynton,无简介,https://www.xiaohuasheng.cn/book/b95798cd1bef2486
Learn to Read with Tug the Pup and Friends! Box Set 2: Levels Included: C-E (My Very First I Can Read!),"Julie M. Wood , Sebastien Braun (Illustrations)","Enter into the world of reading with My Very First I Can Read! This comprehensive emergent reading program addresses all the components of reading mastery based on the latest early literacy research. Written by educator and reading specialist Dr. Julie M. Wood, with lively illustrations by Sebastien Braun, this Common Corealigned program stars Tug the Pup and an endearing group of characters who will lead beginners through the proven steps for successful reading.
The Learn to Read with Tug the Pup program features important Common Core State Standards connections, including sight word vocabulary, simple text, strong picture support, and character and plot development.
The eleven short stories in box set two are Guided Reading Levels CE, which means the stories are still very simple but include dialogue and are slightly more advanced than the A and B level stories. Each box set also comes with reward stickers and a Parents' Guide that provides hours of additional reading activities.
",https://www.xiaohuasheng.cn/book/45d55d7cdb5470cb
"Skill Sharpeners Spell & Write, Kindergarten",Jo Moore,"The Skill Sharpeners series offers parents a wonderful opportunity to support what happens in the classroom, inspiring a child’s desire to learn.  The skills and concepts presented in Skill Sharpeners are grade appropriate and are aligned to national and state standards.  Grade K",https://www.xiaohuasheng.cn/book/82f86622769b73da
我的英语启蒙书,杨立朋 著,《大字睡前书:我的英语启蒙书(3岁+)》以最基础的英语字母为起点，相应延伸最简单、最常用的英文单词和简短语句，在幼儿们最为熟悉的环境中，用学习汉语的方式来讲授英语，为幼儿建立一种英语是母语的印象，这就是《大字睡前书:我的英语启蒙书(3岁+)》最主要的用意。幼儿喜欢游戏，《大字睡前书:我的英语启蒙书(3岁+)》又穿插形式多样的小游戏，在愉快的气氛中引导幼儿进入英语世界。谁说中国的孩子在学习英语时感到太难，《大字睡前书:我的英语启蒙书(3岁+)》就是一个最好的证明！,https://www.xiaohuasheng.cn/book/95d0c92653ec5d06
My very first mother goose,iona opie,无简介,https://www.xiaohuasheng.cn/book/421b3a987ac4faa8
The going to bed book,Sandra Boynton,"The Going to Bed Book by boynton, sandra",https://www.xiaohuasheng.cn/book/13104e9ea5e68336
